,targetNumber,targetText
3141,3141,"6.2.18.1 Current Situation Table 6.19.1 Key Indicators Population (BLSS 2012) 89,376 Mean annual household income Nu."
3142,3142,"(BLSS 2012) 305,775 (164,829) Number of Dunkhags 1 Poverty incidence % (PAR 2012) 0.5 (12) Number of Gewogs 8 Multidimensional Poverty (BMIS 2010) % 3.4 (25.8) Number of Households (BLSS 2012) 20,551 (127,942) GNH Index (GNH 2010) 0.773 (0.743) Area (sq.kms) (RNR Statistics 2012) 1,749 Unemployment (LFS 2012) % 4.3 (2.1) Forest cover (%) (RNR Statistics 2012) 42.86 General literacy (BLSS 2012) 80% (63) Crude Death Rate (number of deaths in a year per 1,000 population) (BLSS 2012) 4.8 (8.5) Adjusted Net Primary Attendance Rate (AES 2012) % 94.8 (91.9) Crude Birth Rate ((number of live births in a year per 1,000 population) (BLSS 2012) 22.4 (18.5) Mean healthy days in a month (GNH Index 2010) 0 day worst and 30 days best 28 (26) (Figures in the bracket represent National average/total.)"
3143,3143,The mean annual household income is almost double the national average in 2012 and the health and education indicators report significantly better outcomes compared to the rest of the country.
3144,3144,"However, unemployment rate was twice the national average."
3145,3145,"The high rate of unemployment is attributed to high levels of inmigration to Thimphu, mostly youth."
3146,3146,"368 Eleventh Five Year Plan - Main Document Volume I The majority of Thimphu resident are engaged in trade and commerce, construction and service sectors."
3147,3147,"In remote Gewogs such as Soe, Naro, Lingzhi, Geneykha and Dagala, the majority of people are engaged in agriculture and livestock farming."
3148,3148,"The main agricultural products are paddy, wheat, mustard and beans which are grown for commercial purposes."
3149,3149,"Vegetables such as chillies, potatoes, radish and turnip are also grown in all the Gewogs."
3150,3150,"Fruits like plums, walnuts, apricots, apples, pears and peaches are grown for commercial purpose."
3151,3151,Apple is grown on a large scale for export to the neighboring countries of India and Bangladesh.
3152,3152,Chilly is a vegetable grown on a commercial basis.
3153,3153,Livestock rearing is another important occupation for the rural people with most farmers establishing back yard dairy and poultry farms.
3154,3154,"6.2.18.2 Key Opportunities/Challenges Thimphu being the capital city, is well endowed with socio-economic infrastructure facilitates and better economic opportunities."
3155,3155,This has lead to high rate of inward migration with number of people from other Dzongkhags moving to Thimphu in search of jobs and better health and education services.
3156,3156,"The rapid rate of inward migration is not only putting extra pressure on existing infrastructure facilities but also creating new challenges for the Dzongkhag such as the followings: What used to be green agricultural fields just a few years ago has now been converted into commercial, institutional and housing apartments, roads, bridges etc."
3157,3157,This has lead to lower agricultural productivity in the Dzongkhag.
3158,3158,The Dzongkhag reports the lowest levels of forest coverage at 42.86 percent (RNR Statistic 2012).
3159,3159,"Issues of urban waste management, housing and water shortages, pollution, congestion etc are on the rise."
3160,3160,"Rapid urbanization has also led to emerging social issues such as youth engaging in anti-social activities partly due to high levels of youth unemployment, rising crime, growing urban poverty, gradual loss of the close knit community ties, etc."
3161,3161,"The neighbouring areas like Khasadrapchu, Kawang and Depsi are growing rapidly."
3162,3162,"Therefore, there is an urgent need to ensure local area plans for these areas are finalized to avoid unplanned growth of these areas."
3163,3163,"369 Eleventh Five Year Plan - Main Document Volume I The Dzongkhag has opportunities for enhancing agricultural production as paddy, wheat, mustard, beans and vegetables such as chillies, potatoes, radish and turnip are grown in all the Gewogs."
3164,3164,"However, issues of human wildlife conflict, storage and marketing, water etc need to be addressed to optimize opportunities."
3165,3165,"The interior Gewogs of Soe, Naro, Dagala and Lingzhi have potential in enhancing their income from sustainable harvesting of non-wood forest based products such as cordyceps and medicinal plants, besides livestock."
3166,3166,"Similarly, Geney Gewog has potential for sustainable harvesting of masutake and other mushrooms."
3167,3167,"6.2.18.3 Strategies In keeping with the Plan objective of Self-reliance and Inclusive Green Socio- economic Development, the key strategies the Dzongkhag will focus on, are i) agriculture and livestock development and improving health and education outcomes, and ii) targeted poverty intervention programme."
3168,3168,"Development of agriculture and livestock outcomes will be through enhancing production by addressing issues of water shortages, human wildlife conflict, storage and marketing facilities, besides providing proactive extension support services."
3169,3169,Further improvement of health and education services will be undertaken by constructing a new 40 bedded District hospital in Thimphu and educational infrastructure will be rationalized to improve delivery of education services.
3170,3170,"Other major infrastructure investment planned in the Dzongkhag during the Eleventh Plan are the construction of Public Health Laboratory, construction of National Rehabilitation Resource Centre, permanent craft bazaar, renovation of Phajoding Goenpa and restoration of Lingzhi Dzong."
3171,3171,"Under the targeted poverty reduction interventions, four villages namely Dangochang, Chebesa, Barchong and Tshochekha will be supported through REAP Phase II."
3172,3172,"Income generating sustainable livelihood activities, capacity development and establishment of self-help groups/cooperatives will be some of the interventions at village level and additional support at household levels will be provided to the poorest households within the village."
3173,3173,The funds for this programme will be directly provided from the centre.
3174,3174,M ea n an nu al h ou se ho ld in co m e (in N u. )
3175,3175,P ro po rti on o f fa rm ro ad s t ha t ar e al l-w ea th er m ot or ab le a nd E FR C co m pl ia nt ( km /n o) 10 .
3176,3176,N o of fu nc tio na l R oa d us er g ro up s 1. a.
3177,3177,3 1( 20 10 ) c. 2 0 (2 01 0) 2. a .
3178,3178,1 49 9( 20 10 ) b .
3179,3179,1 21 (2 01 0) c .
3180,3180,2 19 (2 01 0) b .
3181,3181,3 48 1( 20 10 ) 4. a .
3182,3182,1 07 9( 20 10 ) b.
3183,3183,0 .5 (2 01 2) 9. n /a 10 .
3184,3184,3 7 c. 2 4 2. a .
3185,3185,D ev el op U rb an a m en iti es to ex te nd ed T hr om de a re a. a .
3186,3186,Hh s c on ne ct ed to se w er ag e ne tw or k (% ) b .
3187,3187,W as te c ol le cti on d on e by m un ic ip al ity p er w ee k (n o) c .
3188,3188,P ro po rti on o f H hs w ith w at er m et er c on ne cti on (% ) d .
3189,3189,P ro po rti on o f s tr ee tli gh t co ve ra ge (% ) 1. a. n /a b .n /a c .n /a d .
3190,3190,P ro po rti on o f p op ul ati on th at ha ve v er y go od k no w le dg e & un de rs ta nd in g i.
3191,3191,"... ... ..o f lo ca l f es tiv al s [8 .8 (2 01 0) , > 5 0] ii."
3192,3192,"of m as ke d & o th er d an ce s [5 .5 (2 01 0) , > 5 0] ii."
3193,3193,3 3 (2 01 0) 4. i.
3194,3194,8 (2 01 0) ii .
3195,3195,5 .5 (2 01 0) ii i.
3196,3196,"D ev el op m en t o f d isa st er re sil ie nt , e nv ."
3197,3197,C ap ac ity d ev el op m en t (t ra in in gs a nd a w ar en es s pr og ra m m es ) 373 Eleventh Five Year Plan - Main Document Volume I 6.2.19 Wangduephodrang Dzongkhag Wangduephodrang Dzongkhag is the second largest Dzongkhag.
3198,3198,It is situated at an elevation ranging from 800 to 5800 meters above sea level and about 70.28 percent of its total land area is under forest cover.
3199,3199,"It is bordered by the Dzongkhags of Trongsa in the East, Dagana and Tsirang in the South, and Thimphu and Punakha in the West."
3200,3200,"Administratively it is made up of fifteen Gewogs namley Athang, Bjena, Daga, Dangchhu, Gangtey, Gasetshogom, Gasetshowom, Kazhi, Nahi, Nyisho, Phangyul, Phobjikha, Ruepaisa, Sephu and Thedtsho."
3201,3201,Phobjikha Gewog is famous as the winter roosting place of the black necked cranes.
3202,3202,The Jigme Dorji Wangchuck National Park (JDWNP) extends into the northern part of the Dzongkhag covering four Gewogs.
3203,3203,"6.2.19.1 Current Situation Table 6.20.1 Key Indicators Population (BLSS 2012) 33,967 Mean annual household income Nu."
3204,3204,"(BLSS 2012) 137,076 (164,829) Number of Dungkhags 0 Poverty incidence % (PAR 2012) 10.9 (12) Number of Gewogs 15 Multidimensional Poverty (BMIS 2010) % 28.9 (25.8) Number of Households (BLSS 2012) 6966 (127,942) GNH Index (GNH 2010) 0.737 (0.743) Area (sq.kms) (RNR 2012) 3,920 Unemployment (LFS 2012) % 1.6 (2.1) Forest cover (%) (RNR 2012) 65.29 General literacy (BLSS 2012) 51.3 % (63) Crude Death Rate (number of deaths in a year per 1,000 population) (BLSS 2012) 7.3 (8.5) Adjusted Net Primary Attendance Rate (AES 2012) % 85.9 (91.9) Crude Birth Rate ((number of live births in a year per 1,000 population) (BLSS 2012) 16.7 (18.5) Mean healthy days in a month (GNH Index 2010) 0 day worst and 30 days best 26 (26) (Figures in the bracket represent National average/total.)"
3205,3205,"Although the mean annual household income and the general literacy rate in the Dzongkhag is lower than the national average, poverty and unemployment rates are above the average."
3206,3206,"Rice farming or Chuzhing (irrigated paddy field) is the predominant agricultural LO C A L G O VE R N M EN T PL A N S 06 374 Eleventh Five Year Plan - Main Document Volume I activity in the Gewogs of lower altitude, followed by Kamzhing (dry land), and mixed farming and a few patches of Tseri (slash and burn) cultivation are also practiced."
3207,3207,"For the Gewogs in the higher altitudes, livestock farming is the predominant occupation."
3208,3208,"Paddy fields are mostly along the Dangchhu and Punatsangchhu, with double cropping of rice as an important agricultural feature."
3209,3209,"Potato is an important cash crop for the Gewogs of Phobji, Gangtey and Sephu and there is increasing citrus production in the Gewogs of Daga, Bjena, Phangyul and Rubeisa and ginger production in Daga and Athang Gewogs as a source of income generation."
